x,y
-0.061803,0.0049926
-0.0625933,0.0006782
-0.0455021,-0.0071537
-0.0403699,-0.0072195
-0.0347142,-0.0063447
-0.0294121,-0.0518408
0.0127851,-0.0332507
-0.064269,-0.0394184
-0.0509346,-0.0495408
-0.0555288,-0.0363735
-0.0303876,-0.0021852
-0.0516646,-0.03961
-0.0396083,-0.0507817
-0.0097488,-0.034503
-0.0073,-0.0333903
-0.0468122,-0.0434192
-0.0410474,-0.0482992
-0.041004,-0.0480027
-0.0439259,-0.0449396
-0.0429489,-0.0437927
-0.0392258,-0.0424602
-0.0406549,-0.0339222
-0.003289,-0.0319372
-0.0002502,-0.0065232
0.0176549,-0.0256321
0.0248025,-0.0225561
0.0342673,-0.0196308
0.048901,-0.0172616
0.0633564,-0.0180889
0.070883,-0.0174707
0.0761684,-0.0150284
0.0767164,-0.0122843
0.0716755,-0.0100626
0.0637761,-0.0089205
0.0518383,-0.0064863
0.0391018,-0.0052334
0.0316332,-0.0059731
0.0282787,-0.0105535
0.0127873,-0.0143917
0.0012479,-0.0142781
-0.0335581,-0.0407616
-0.0261548,-0.0149591
-0.0297235,-0.0014807
-0.0278522,-0.0038956
-0.027526,-0.0044223
-0.0251229,-0.0037341
-0.0247414,-0.0036113
-0.0248436,-0.000975
-0.0193161,-0.005613
-0.0181918,-0.001151
-0.0178236,-0.0008894
-0.0170074,-0.0048477
-0.0278935,-0.0327575
-0.0205273,-0.0272524
-0.0128717,-0.0136561
